"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2020 General Election","61030","TOWN OF MCKINLEY - TAYLOR COUNTY","51","49","34","11"
"2020 General Election","61032","TOWN OF MEDFORD - TAYLOR COUNTY","460","459","427","6"
"2020 General Election","61034","TOWN OF MOLITOR - TAYLOR COUNTY","67","64","35","0"
"2020 General Election","61036","TOWN OF PERSHING - TAYLOR COUNTY","16","15","10","0"
"2020 General Election","61038","TOWN OF RIB LAKE - TAYLOR COUNTY","130","129","100","6"
"2020 General Election","61040","TOWN OF ROOSEVELT - TAYLOR COUNTY","51","49","44","0"
"2020 General Election","61042","TOWN OF TAFT - TAYLOR COUNTY","41","39","29","4"
"2020 General Election","61044","TOWN OF WESTBORO - TAYLOR COUNTY","164","162","156","43"
"2020 General Election","61131","VILLAGE OF GILMAN - TAYLOR COUNTY","46","44","44","21"
"2020 General Election","61146","VILLAGE OF LUBLIN - TAYLOR COUNTY","15","15","9","2"
"2020 General Election","61176","VILLAGE OF RIB LAKE - TAYLOR COUNTY","148","142","139","81"
"2020 General Election","61181","VILLAGE OF STETSONVILLE - TAYLOR COUNTY","85","82","76","7"
"2020 General Election","61251","CITY OF MEDFORD - TAYLOR COUNTY","1203","1201","1157","458"
"2020 General Election","62002","TOWN OF ALBION - TREMPEALEAU COUNTY","95","89","54","2"
"2020 General Election","62004","TOWN OF ARCADIA - TREMPEALEAU COUNTY","309","300","243","58"
"2020 General Election","62006","TOWN OF BURNSIDE - TREMPEALEAU COUNTY","61","59","53","19"
"2020 General Election","62008","TOWN OF CALEDONIA - TREMPEALEAU COUNTY","161","161","120","0"
"2020 General Election","62010","TOWN OF CHIMNEY ROCK - TREMPEALEAU COUNTY","37","35","32","4"
"2020 General Election","62012","TOWN OF DODGE - TREMPEALEAU COUNTY","85","85","74","23"
"2020 General Election","62014","TOWN OF ETTRICK - TREMPEALEAU COUNTY","226","226","213","19"
"2020 General Election","62016","TOWN OF GALE - TREMPEALEAU COUNTY","377","373","335","85"
"2020 General Election","62018","TOWN OF HALE - TREMPEALEAU COUNTY","200","196","176","35"
"2020 General Election","62020","TOWN OF LINCOLN - TREMPEALEAU COUNTY","76","70","32","0"
"2020 General Election","62022","TOWN OF PIGEON - TREMPEALEAU COUNTY","65","64","54","3"
"2020 General Election","62024","TOWN OF PRESTON - TREMPEALEAU COUNTY","103","103","80","0"
"2020 General Election","62026","TOWN OF SUMNER - TREMPEALEAU COUNTY","115","107","100","0"
"2020 General Election","62028","TOWN OF TREMPEALEAU - TREMPEALEAU COUNTY","649","641","617","277"
"2020 General Election","62030","TOWN OF UNITY - TREMPEALEAU COUNTY","80","74","61","6"
"2020 General Election","62121","VILLAGE OF ELEVA - TREMPEALEAU COUNTY","102","102","100","23"
"2020 General Election","62122","VILLAGE OF ETTRICK - TREMPEALEAU COUNTY","62","62","58","18"
"2020 General Election","62173","VILLAGE OF PIGEON FALLS - TREMPEALEAU COUNTY","71","71","66","10"
"2020 General Election","62181","VILLAGE OF STRUM - TREMPEALEAU COUNTY","213","211","204","37"
"2020 General Election","62186","VILLAGE OF TREMPEALEAU - TREMPEALEAU COUNTY","464","464","430","115"
"2020 General Election","62201","CITY OF ARCADIA - TREMPEALEAU COUNTY","266","264","241","47"
"2020 General Election","62206","CITY OF BLAIR - TREMPEALEAU COUNTY","208","208","201","73"
"2020 General Election","62231","CITY OF GALESVILLE - TREMPEALEAU COUNTY","367","366","348","88"
"2020 General Election","62241","CITY OF INDEPENDENCE - TREMPEALEAU COUNTY","134","132","116","0"
"2020 General Election","62265","CITY OF OSSEO - TREMPEALEAU COUNTY","381","380","365","124"
"2020 General Election","62291","CITY OF WHITEHALL - TREMPEALEAU COUNTY","329","319","292","123"
"2020 General Election","63002","TOWN OF BERGEN - VERNON COUNTY","304","286","207","16"
"2020 General Election","63004","TOWN OF CHRISTIANA - VERNON COUNTY","235","234","172","32"
"2020 General Election","63006","TOWN OF CLINTON - VERNON COUNTY","53","50","42","9"
"2020 General Election","63008","TOWN OF COON - VERNON COUNTY","163","157","121","8"
"2020 General Election","63010","TOWN OF FOREST - VERNON COUNTY","54","50","9","0"
"2020 General Election","63012","TOWN OF FRANKLIN - VERNON COUNTY","200","196","152","5"
"2020 General Election","63014","TOWN OF GENOA - VERNON COUNTY","121","115","84","0"
